Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,adi_epi_1,adi_epi_2,adi_epi_3,adi_ing_1,adi_ing_2,adi_ing_3,adi_peri_1,adi_peri_2,adi_peri_3,adi_retro_1,adi_retro_2,adi_retro_3,adi_ibat_1,adi_ibat_2,adi_ibat_3,svf_epi_1,svf_epi_2,svf_epi_3,svf_ing_1,svf_ing_2,svf_ing_3,svf_peri_1,svf_peri_2,svf_peri_3,svf_retro_1,svf_retro_2,svf_retro_3,svf_ibat_1,svf_ibat_2,svf_ibat_3
13.45_197.1896m/z,,197.189639,1,13.45373333,0.037266667,9,2.00E-08,1.36E-08,Infinity,Condition 8,Condition 1,100,250.5579676,29.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.6832561,0,304.1334839,202.39505,169.1888638,336.1008911,256.1002731,77.17161751,57.0827961,254.7225246,203.3788204,0,0,0
11.30_768.5869m/z,,768.5869409,1,11.29525,0.514116667,23,2.03E-08,1.38E-08,9.459869424,Condition 5,Condition 8,100 - 47.6 - 25.5 - 1.36,2605899.681,5.99,2540427.347,2542812.568,2311101.718,2321320.315,2472853.316,3090661.769,1832671.465,1845485.576,1989050.977,2108135.872,1900322.379,1879439.472,2846071.985,2995468.423,2760213.103,661170.2129,540870.3588,676975.5771,1047798.916,765119.7111,723652.9684,261851.684,205054.8936,272704.1571,515217.1757,224595.0308,253981.6888,571832.3736,421983.6757,1658246.69
10.75_623.5011m/z,,623.5010828,1,10.75483333,0.250816667,1,2.05E-08,1.39E-08,Infinity,Condition 5,Condition 8,100,125668.154,26.43,4977.444219,6144.038933,8896.363254,7558.26751,6323.743875,13464.4971,348.0966644,178.5574493,165.1347961,3915.514958,5495.109291,642.5940475,162692.0493,151093.6824,99613.38669,166.6634827,0,0,662.8102951,183.6308212,0,0,0,0,0,0,0,26337.42848,22430.2118,160740.7039
7.98_788.5421m/z,,788.542149,1,7.9844,0.81055,28,2.10E-08,1.43E-08,83.01099888,Condition 5,Condition 9,100 - 44.9,549269,10.05,163665.4076,173073.4584,340970.6175,123876.037,307453.9695,344231.7448,85714.97265,111146.7071,89380.9308,180809.9812,100075.4944,80489.20847,566518.9754,432258.3636,826559.7905,20677.06319,24420.95561,25317.86418,26821.71675,36103.30374,30034.19151,11670.23405,5280.993967,5854.706253,8049.518658,5547.233183,4087.482822,35833.39227,34390.92268,290215.9879
12.98_303.2313m/z,,303.2312915,1,12.98315,0.099333333,145,2.14E-08,1.45E-08,4.862934328,Condition 4,Condition 8,100 - 3.42,18199.42865,2.01,11496.50802,10901.98436,3810.793712,9782.739114,7393.516867,9898.072649,19885.52444,15257.99217,13657.56406,14908.31375,19526.34645,20471.88396,16479.10199,16221.58288,11953.6078,3150.387025,3227.854554,4513.514161,3674.207846,3409.029897,3531.067556,3694.298303,2888.055971,3461.123914,3459.37945,4247.120936,3029.465032,3762.285819,3005.690315,4385.46796
8.60_756.5522m/z,,756.552214,1,8.598083333,0.44705,63,2.15E-08,1.46E-08,Infinity,Condition 3,Condition 8,100 - 42.6,120504.4549,5.07,126333.3803,120347.094,98699.50254,123695.8057,106360.6492,123416.3034,116848.8955,116107.017,130432.2364,116994.5427,125362.809,116036.2044,110652.9651,105648.562,93268.03362,170.9662857,968.0888899,0,2.0635413,0,0,0,0,0,0,0,0,132.7457275,0,16110.41461
11.82_772.5204m/z,,772.5203771,1,11.82366667,0.338216667,3,2.21E-08,1.50E-08,Infinity,Condition 7,Condition 1,100 - 39.6,325253.3421,6.2,0,0,0,674.0533142,0,0,0,0,0,0,0,0,927.4935608,0,1556.019318,5513.277084,3121.262009,2457.383041,313951.1167,319381.8941,283226.6182,81426.22341,15734.17285,24663.32355,1051.415436,1233.882446,308.4389038,65420.59534,47730.28111,36642.92418
15.00_380.2786m/z,,380.2786093,1,15.00001667,2.168266667,12,2.22E-08,1.50E-08,1.900546343,Condition 10,Condition 1,100 - 25.9,683922.5627,0.68,378641.5148,423559.767,441867.9274,456563.2613,469494.0476,476138.2288,502784.3789,470058.3056,473144.0846,497595.4941,510092.8831,491677.1008,496513.2765,462935.2395,467356.794,569942.9834,568882.9377,582083.7251,578063.1171,580182.5426,568070.1748,570909.1913,573560.0092,576670.4462,575470.5121,606076.0195,613905.649,594272.999,610828.8414,586105.3353
12.43_341.3041m/z,,341.3041026,1,12.42641667,0.258433333,4,2.25E-08,1.51E-08,3.17695022,Condition 2,Condition 9,100 - 18.7,132807.68,3.13,130486.378,100956.3029,99625.68146,131899.0726,123825.3447,165286.8999,55742.99387,77192.90735,108748.4611,75147.84725,71398.63185,76093.2326,99440.61325,106268.6666,150376.8521,43186.93788,45455.54828,44489.8355,66123.18414,63601.5096,60136.42436,46281.39406,40763.36794,38129.8086,38460.95761,37026.2111,37255.4765,48751.49714,43104.35676,56586.9827
13.50_822.6141m/z,,822.6141125,1,13.49628333,0.026583333,12,2.25E-08,1.52E-08,Infinity,Condition 9,Condition 1,100,2093.414261,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.7089052,981.3373108,807.2610168,760.8625793,1950.159245,1008.94041,1805.297893,997.9686657,562.2461548,1567.390922,2007.932281,2091.876801,1212.941528,1409.659302,0
11.58_711.5361m/z,,711.5361244,1,11.58123333,0.021816667,16,2.28E-08,1.53E-08,Infinity,Condition 7,Condition 2,100,2110.505506,45.26,137.0682828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2855.090454,2111.478922,1006.948849,0,0,0,0,0,0,0,0,0
11.92_676.5867m/z,,676.5867148,1,11.91688333,0.016483333,6,2.29E-08,1.54E-08,Infinity,Condition 2,Condition 6,100,8055.265537,10.41,9042.357379,6698.315243,5489.325378,10394.73175,8326.993835,6806.056274,0,4425.385376,4811.741732,614.5800476,1355.57579,1447.319183,2394.890472,1823.095947,4039.914551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.98_281.1376m/z,,281.1376434,1,12.97763333,0.033133333,4,2.31E-08,1.55E-08,Infinity,Condition 8,Condition 1,100,442.3194458,17.24,0,0,0,0,0,0,0,0,0,0,238.3027649,0,0,0,0,279.4152867,209.891743,442.0072212,296.2193715,387.9060231,294.7458184,128.3549042,671.9887157,388.911226,566.0475922,385.9607399,66.68765393,375.8939745,308.0146481,246.1628778
14.25_965.8490m/z,,965.8490248,1,14.25325,0.153466667,84,2.35E-08,1.57E-08,Infinity,Condition 5,Condition 7,100 - 68.7 - 42.3,982771.8655,9.07,196364.8578,144158.6336,101189.0171,215170.1836,169426.3128,228600.6914,118522.5829,357411.7539,579626.9181,259660.2706,329190.7791,373207.6269,982266.8733,1045894.085,1224198.971,0,408.8769073,367.0420172,0,0,0,132.3862408,130.8492276,581.0903931,651.7221398,785.2262914,0,63658.11033,30386.65724,173442.4752
12.48_814.6907n,814.6906755,815.6979519,1,12.48145,0.589733333,2,2.57E-08,1.72E-08,2.902129246,Condition 5,Condition 9,100 - 53 - 17.4 - 0.474,11125989.12,4.58,12195082.95,11120649.48,11933977.31,10275284.62,10597574.53,12766426.72,7359686.389,9873014.369,10190068.19,8720250.156,8007790.869,8436574.684,11855526.61,11203699.53,13765225.6,5233695.354,4409305.594,4999917.997,9648639.382,8715388.184,8555795.564,4461615.49,3307095.141,3611236.522,3708372.052,3289707.139,3332967.194,6490361.497,4459652.251,8012715.397
13.96_674.5978n,674.5978037,692.6316292,1,13.96445,0.2823,3,2.58E-08,1.72E-08,Infinity,Condition 9,Condition 5,100 - 45.2 - 5.42,482542.6275,8.69,0,1558.991089,1706.013306,1180.237122,8042.570587,11863.80249,149321.0442,3893.21698,3284.502563,274632.2839,78236.9783,26152.3194,0,0,0,320296.2564,340959.9433,373617.9636,350340.2522,297577.325,354523.5049,371959.0409,272990.6533,334005.7606,585933.4564,348160.4488,360408.1439,273124.9742,200744.092,205990.2736
14.02_406.3668m/z,,406.3668306,1,14.01836667,0.048733333,7,2.63E-08,1.76E-08,Infinity,Condition 9,Condition 1,100,918.5180338,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0825195,798.8448845,489.5118765,474.4975264,263.0458145,381.783049,681.0876541,247.7688332,1409.825746,820.1935577,773.3888502,889.3878212,512.7709521,0,0
15.78_968.8609m/z,,968.8609481,1,15.78005,0.027433333,50,2.63E-08,1.76E-08,Infinity,Condition 3,Condition 6,100 - 53.6,17647.4814,43.7,7140.530429,2294.036774,3670.029378,385.5308685,3429.91748,936.6991882,1219.321136,9232.77356,43831.5665,800.1579132,7282.593441,1990.362255,0,1530.632721,1697.233612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.05_456.3674m/z,,456.3673692,1,14.04558333,0.0218,1,2.66E-08,1.77E-08,Infinity,Condition 8,Condition 1,100,752.0803952,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.0111593,505.8781382,366.0802339,214.7271957,129.4947505,146.0480068,1079.813672,510.4087935,421.2304328,489.6933238,141.3783229,459.1888353,369.1515216,0,377.1212463
7.93_494.3598m/z,,494.3597979,1,7.926333333,0.342683333,4,2.69E-08,1.79E-08,3.017778938,Condition 10,Condition 3,100 - 19.2,20467.07381,6.94,13782.52736,8952.674613,9845.932978,9710.081825,12241.55792,16821.25839,6538.618475,7579.654169,6369.85918,9775.724352,7180.288607,7774.583538,16311.7685,14294.53321,19635.65812,16997.48352,14079.90976,18652.81181,21165.25273,16494.89269,19347.65592,17459.88966,14207.59665,14493.65578,14698.46641,15897.98204,15001.0095,21896.86251,16520.04622,15369.7854
13.13_645.4863m/z,,645.4862886,1,13.1321,0.15425,4,2.69E-08,1.79E-08,Infinity,Condition 5,Condition 1,100 - 43.7,71303.37304,13.71,0,0,0,0,0,0,0,0,0,608.287262,340.4095001,0,78047.61797,87232.58217,69788.18946,0,0,0,0,0,0,0,0,149.1421602,0,0,0,4264.476087,3979.875371,73933.25636
12.97_1467.0033m/z,,1467.003266,1,12.96658333,0.473633333,19,2.71E-08,1.80E-08,Infinity,Condition 5,Condition 3,100 - 88.5,1807064.344,6.12,12713.51636,125264.961,24360.10937,66516.18229,234355.1138,428217.7191,0,0,0,195225.7329,105185.6228,264087.9075,1843872.114,2057545.646,2069923.765,15104.46655,0,183.016597,2710.985579,2138.615872,0,0,0,0,0,0,0,376684.7419,310513.1258,1560143.362
12.16_782.6488m/z,,782.6487871,1,12.16453333,0.447283333,3,2.87E-08,1.90E-08,15.80237151,Condition 7,Condition 9,91.3 - 42.9 - 100,2021358.779,8.18,978068.4288,238564.245,389594.2584,329979.1905,388709.0184,523116.2002,195689.5866,212043.1433,177245.3635,208446.4728,189227.5558,180541.3834,278259.6049,244268.6,302584.173,148419.7122,125964.0871,166732.2397,2244338.616,1826926.713,1634985.283,512555.1712,172933.845,209930.605,139659.267,110344.518,93126.90385,425748.6502,458614.3481,473492.3194
11.02_810.4996m/z,,810.4996215,1,11.01695,0.30145,10,2.90E-08,1.92E-08,Infinity,Condition 10,Condition 6,100 - 39.4,252833.383,12.44,7562.130341,8204.37207,14984.05969,11676.08457,14139.66821,26676.73165,0,556.3575439,1512.608215,16901.47346,20495.85926,10440.67234,206246.1403,202078.654,170960.9939,0,0,0,0,0,0,0,0,0,2457.190796,0,472.3694153,139125.8988,170701.3637,340821.3773
13.90_740.6733m/z,,740.6733175,1,13.89518333,0.026466667,7,2.93E-08,1.94E-08,Infinity,Condition 8,Condition 1,100,2453.589788,47.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.6985996,0,821.8920593,781.9015808,1142.94212,409.7684047,4239.658007,409.332314,1915.381256,511.0923182,802.2850037,2127.976764,0,0,0
13.52_847.6880m/z,,847.6879972,1,13.51746667,0.10515,38,2.94E-08,1.94E-08,Infinity,Condition 5,Condition 7,100,157724.1497,7.34,19424.57101,26938.32593,78184.04194,109888.7769,113024.7339,101063.4465,58509.77734,113893.165,100169.5806,112937.9993,92846.66466,125938.0046,199896.2256,160984.4457,159714.374,0,0,3972.335876,0,0,0,0,0,0,359.6820679,0,0,17002.05194,5426.942444,17616.02234
13.10_721.6229m/z,,721.6228999,1,13.10453333,0.1378,1,3.00E-08,1.98E-08,Infinity,Condition 4,Condition 6,100,154598.1666,6.7,106101.7676,87263.41519,58958.59775,92413.79535,88407.71207,102633.7914,152503.1012,124830.6364,144434.9681,165372.0758,154117.6648,145862.0303,163283.6873,140895.3704,131765.0208,0,0,0,205.6092987,259.4384613,0,207.75914,0,0,0,0,0,1170.87471,0,561.1249669
11.45_728.6016m/z,,728.6015578,1,11.4489,0.368933333,7,3.06E-08,2.02E-08,130.7966985,Condition 7,Condition 6,100 - 42.7 - 7.51,363640.3791,5.66,54012.1334,56289.61637,38464.51268,37845.9758,41514.58848,38214.78748,52889.75514,46619.23524,51778.98166,43079.92034,45614.83234,49858.03274,50505.94519,37155.7235,34408.34281,4223.182385,946.8990502,2559.53515,407632.3069,341058.7049,277930.696,57786.0946,6520.805582,12255.68034,6974.435095,992.5605185,1242.689717,36189.27975,26926.532,44289.35782
11.58_615.4979m/z,,615.4979388,1,11.5757,0.0221,14,3.07E-08,2.02E-08,Infinity,Condition 1,Condition 4,100,8098.300172,52.54,23760.34617,3482.143158,4090.960797,5138.383439,2471.159565,8056.037044,0,2108.037182,1419.398882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.26_1026.8491m/z,,1026.84909,1,13.26425,0.12095,17,3.08E-08,2.02E-08,Infinity,Condition 1,Condition 7,100 - 55.1,279139.7954,15.25,502814.8742,334662.8172,180693.7247,65422.72961,44765.65238,46692.07897,63056.13739,189344.9442,214674.6762,102587.8726,72343.48383,109655.7371,11700.5742,15209.66933,16141.35609,0,387.5016479,824.6479034,0,0,0,100.5526673,0,0,0,0,0,0,0,549.4760509
11.01_765.5260n,765.5260157,766.5332921,1,11.01133333,0.53295,27,3.08E-08,2.03E-08,14.98854543,Condition 5,Condition 8,100 - 40.5,12126304.75,6.04,2302235.59,2140933.616,2387645.858,2344539.621,2899879.589,3484829.309,1076978.198,1567059.092,1673984.225,2195719.233,2007562.962,1859388.151,13602353.22,14762719.21,11602501.22,1063702.16,934601.6746,980034.9839,1385306.677,1132562.937,1197168.952,809717.9025,634766.2035,726266.9629,1009596.192,810268.0864,887325.8507,3315240.82,3398218.9,15927183.9
10.65_731.5445n,731.5444854,732.5517618,1,10.6489,0.93475,35,3.13E-08,2.05E-08,22.49470485,Condition 5,Condition 8,100 - 44.2,30054055.96,3.02,4729603.62,5344191.505,5603318.095,6281191.383,7068917.083,9177603.717,3413830.59,3796600.963,3881628.655,6267016.582,5283757.043,4674640.538,35908642.43,32701240.75,30568090.85,1765989.16,1604133.464,1785567.782,4002948.49,2912351.739,3018682.416,1247694.43,926741.082,1414298.194,1599551.117,1149562.678,977663.8658,5410015.691,4022053.061,24334232.42
11.08_778.5355m/z,,778.535515,1,11.0785,0.329216667,54,3.30E-08,2.16E-08,91629.48342,Condition 5,Condition 8,100 - 42.4,281391.6363,14.97,34191.66821,35328.93265,39381.2557,21800.40672,35191.94383,47807.74243,9042.069187,10944.99169,15699.08677,18337.86239,17667.7648,14166.49579,305225.0322,374643.9452,246258.6171,993.7002106,377.6036022,194.3544693,4244.539214,1656.467361,1413.262089,8.1569576,0,0,0,216.8517394,752.4342194,48495.05939,52088.94396,340558.5992
10.69_771.5116m/z,,771.5115508,1,10.68798333,0.161833333,34,3.34E-08,2.18E-08,Infinity,Condition 5,Condition 3,100 - 91.5,122974.1639,3.15,2379.247742,11377.44458,8418.532774,12412.85387,19432.83873,34691.6329,0,0,0,8443.072479,682.0982361,3164.420135,132894.0821,137160.8723,136155.5969,3917.414131,589.3878403,6598.901131,11731.9645,3936.914749,1526.746162,0,0,0,3467.447685,0,417.5802231,29244.57978,21063.77883,165681.0315
13.28_247.2052m/z,,247.2051952,1,13.2807,0.032866667,14,3.48E-08,2.27E-08,Infinity,Condition 7,Condition 1,100,477.312877,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.6202412,462.7986585,119.4926319,367.3911238,502.4790353,472.0487626,153.1537013,545.3211613,476.5175309,107.5588054,318.9420047,167.0810356,257.8416634,387.2019596,0
12.16_793.6737m/z,,793.6736868,1,12.15915,0.364816667,6,3.50E-08,2.28E-08,3.024553167,Condition 7,Condition 9,100 - 49.6 - 9.23,374025.2621,0.88,253222.8573,304910.3461,290793.5655,341692.8344,352939.7872,397532.132,299119.7329,313308.2669,332730.1843,333205.4021,324258.2383,325713.5069,403807.0162,394346.0284,423232.7364,163210.0895,145300.8114,160075.1662,375287.8717,337693.1009,341599.1581,163006.7543,107179.2788,124030.7214,124290.119,107085.2344,101340.3888,208239.5029,148858.8195,259895.1334
11.31_850.5535m/z,,850.5534544,1,11.30623333,0.567483333,14,3.64E-08,2.37E-08,2.995131407,Condition 4,Condition 9,100 - 56.2 - 12.6,716951.7799,0.29,477121.7147,639234.384,594546.2059,648937.9652,632732.7217,648947.1331,717422.4721,694661.9609,716405.0295,723221.2426,728297.4276,707748.437,619487.8439,595193.7449,668426.0834,271123.6078,245655.8936,282870.7398,429153.1629,415844.8778,415571.0001,248930.6478,193784.1068,221706.592,246804.1948,208694.6217,187820.497,449261.6079,363659.5439,639429.9859
12.60_889.6884m/z,,889.6883835,1,12.59708333,0.225666667,5,3.65E-08,2.37E-08,308.0094127,Condition 1,Condition 6,100 - 74.5,267537.4807,25.73,542089.2356,299319.3693,147820.5434,157355.6417,91080.96428,109737.7571,36920.39529,167537.9861,176220.805,22489.73792,16795.16381,41164.18791,6578.297687,26603.21492,24609.8781,1312.137886,727.9226227,388.1449195,2749.892035,2152.94932,1018.995679,1048.781469,778.8993061,1340.295954,2516.744835,357.659119,338.687506,2397.433327,973.2525404,37.1581979
12.82_613.4813m/z,,613.4813017,1,12.8176,0.309166667,14,3.76E-08,2.44E-08,57.45346021,Condition 1,Condition 10,100 - 50.8,171085.7666,7.9,91982.55948,77043.51329,390000.2878,48835.28063,185343.002,206445.2901,7460.781695,26803.21352,29729.08617,3375.207611,2033.945251,5086.793579,2648.30072,3221.982132,8648.695831,3714.462692,5926.764043,3842.538223,2273.623367,4772.774575,3066.215017,2577.835327,2894.046005,2524.741612,3219.354245,5525.348376,4451.773134,2843.11919,3796.118595,1281.557284
13.01_862.6890m/z,,862.6890427,1,13.00523333,0.01655,12,3.78E-08,2.45E-08,456861.2824,Condition 1,Condition 9,100,23968.80086,49.31,52068.05494,25820.21582,11536.54871,7868.338745,0,3573.154358,4797.943632,11384.94537,16172.97231,6597.312532,2164.342682,6269.113708,1897.947266,3213.932434,8915.134732,0,0,0.765265964,0.753485887,0,0,0.229554876,0.139969913,0.99007334,0,0,0.150018481,0,2.593356899,2.966444317
11.84_648.5185m/z,,648.5185424,1,11.84006667,0.0273,1,3.78E-08,2.45E-08,Infinity,Condition 1,Condition 7,100 - 34.4,13458.62366,13.64,27596.22147,14664.46334,7552.665983,7519.087179,2866.693471,3795.21759,1696.890652,8661.374356,12221.16027,1391.510864,1125.809822,1139.674271,7680.280243,1702.993197,5122.477956,258.0494312,0,0,0,0,0,0,0,0,0,0,0,0,438.9330597,58.58690958
15.18_338.2317m/z,,338.2317244,1,15.17571667,0.466883333,3,3.85E-08,2.49E-08,1.98559444,Condition 10,Condition 1,100 - 6.47,70229.31063,1,38747.77011,40787.94306,43057.06627,45626.86285,49506.74238,49509.33743,51252.32297,51648.52838,51771.43435,52319.73443,54743.28265,56716.35693,53501.67536,55436.54506,54252.66993,59469.2726,55687.17207,58468.84323,56912.3745,61651.79994,58376.46052,58674.66172,59343.15375,59120.82961,60622.95995,63611.25453,57819.00786,57365.69154,63736.63917,62617.95842
15.46_980.8619m/z,,980.8619062,1,15.46153333,0.032916667,55,3.90E-08,2.52E-08,Infinity,Condition 3,Condition 6,100 - 58.1,11591.24451,31.14,22583.38895,11847.17148,7171.058289,1549.47166,2110.460083,2912.149328,1618.460297,30670.22802,4075.552917,9180.459016,1238.911816,0,496.0377093,1388.456531,2060.659972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.57_784.5832m/z,,784.5832115,1,9.567216667,0.70525,58,3.98E-08,2.56E-08,4546.066595,Condition 3,Condition 9,100 - 45 - 18.3,297856.8758,2.53,236682.5155,261757.6231,216056.2697,253153.6565,230526.6465,243092.803,335655.2196,313353.0399,246162.5269,253237.4822,243037.3904,227090.3517,222385.3734,223899.1039,188574.8265,16876.6364,6323.512442,2462.862434,683.0644828,559.5380915,151.9339066,0,0,297.9452484,0,172.8044815,0,1660.965332,4861.129356,36079.43907
13.98_301.2729m/z,,301.2729251,1,13.97518333,0.053566667,29,3.99E-08,2.57E-08,Infinity,Condition 7,Condition 1,100,896.2298922,21.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.9545746,934.6333963,240.057251,852.1339607,657.5950394,1016.345614,386.5131531,461.7471313,625.4592209,328.992569,196.3232956,1008.66597,0,635.0558395,0
9.82_736.4913m/z,,736.4913245,1,9.81785,0.140633333,38,4.01E-08,2.58E-08,32.94943362,Condition 5,Condition 6,100 - 37.8 - 6.13,81326.63806,4.26,5265.262599,6748.988433,5338.983991,6565.829594,5452.646556,6988.585267,7196.929092,6450.739323,7209.315108,7329.594398,7895.53387,7460.861664,109178.0323,89209.4267,69452.96935,1854.349818,2944.357713,2052.699442,2699.748957,1881.881662,2813.163733,2578.045903,2002.148938,2498.193172,3167.455034,2614.984653,3096.18534,9530.966339,12301.81329,88765.99101
9.04_758.5675m/z,,758.5675469,1,9.043583333,0.163733333,58,4.07E-08,2.61E-08,Infinity,Condition 3,Condition 7,100 - 39.9,54834.19493,0.84,39791.68851,57586.37068,45806.64524,47617.6089,43007.94435,52167.9731,64497.06525,49930.64367,49901.24722,50220.84542,51242.8476,52831.34271,38359.87615,48546.69464,32940.69137,424.6791382,3827.368042,230.7515335,0,0,0,0,0,0,0,185.8052113,0,328.3892094,0,4337.420907
10.04_884.5396n,884.5395915,902.5734171,1,10.04278333,0.51215,14,4.10E-08,2.63E-08,219.6206703,Condition 5,Condition 8,100 - 43.5 - 9.67,834642.626,5.39,420779.4003,554230.0612,634919.1816,470971.4319,592702.6639,652613.8667,142684.7005,237683.0137,258876.2183,245775.3317,186305.9061,191847.7056,941318.5446,843297.6533,975553.398,78446.52468,10750.87389,52577.78751,151397.4373,95064.86853,89299.17019,5280.322536,308.0587463,4614.370843,23897.29109,3798.980652,5347.114218,99415.0546,49271.46866,150102.5821
15.30_968.8622m/z,,968.8622215,1,15.2966,0.0275,50,4.14E-08,2.65E-08,Infinity,Condition 3,Condition 6,100,4824.909055,46.44,10333.02109,2777.178742,2707.664383,1478.765625,775.3003998,5250.939133,378.3824768,831.1150208,13574.73785,2085.427307,0,1524.778015,1960.630615,5527.331037,5050.126678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.29_363.3248m/z,,363.3247592,1,13.28618333,0.0219,20,4.18E-08,2.68E-08,Infinity,Condition 7,Condition 1,100,628.7465566,17.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.071978,217.9587447,73.66585345,486.3893697,672.7436425,608.5602527,206.7060989,796.8210911,359.3914338,454.8808998,387.1799355,312.8348411,690.3270763,0,239.8029556
2.29_460.2687m/z,,460.2686596,1,2.289483333,0.472483333,2,4.39E-08,2.81E-08,2.205546817,Condition 4,Condition 8,100 - 22.5 - 3.63,764696.6794,1.58,488844.5737,515002.6361,575699.5689,475954.5076,547666.7302,583088.1473,710224.6325,791131.976,797528.7164,739970.0419,727482.3118,837851.1713,775779.8384,779841.3919,897018.2195,297950.0252,385838.0654,435282.1763,335795.1621,317549.2609,329035.768,326644.4453,303487.9608,300149.5375,323177.2314,334826.8484,299785.6203,563576.6012,402500.81,423542.9813
